poste,entreprise,lieu,salary_min,salary_max,currency,description,source,pays
Data Scientist,DOW JONES,"Barcelona, Cataluña",70000,90000,,"Dow Jones is a global provider of news and business information, delivering content to consumers and organizations around the world across multiple formats, including print, digital, mobile and live events. Dow Jones has produced unrivaled quality content for more than 130 years and today has one of the world’s largest news-gathering operations globally. It is home to leading publications and products including the flagship Wall Street Journal, America’s largest newspaper by paid circulation; B…",adzuna_api,es
Data Scientist,SumUp,"Barcelona, Cataluña",70000,90000,,"At SumUp, we are passionate about giving access to financial services to the millions of businesses too small for most providers to consider. What started as one card reader has turned into a range of readers and multiple remote payment solutions, as well as banking services, including Business Accounts and Loans. As a Data Scientist in the Lending Tribe, you will play with a huge dataset with billions of transactions from millions of active users. From there, you will build impactful models to…",adzuna_api,es
Data Scientist,The Blue Box Biomedical Solutions,"Madrid, Comunidad de Madrid",70000,90000,,Organisation / Company The Blue Box Biomedical Solutions Department Tech Department Research Field Engineering » Electronic engineering Engineering » Biomedical engineering Engineering » Computer engineering Researcher Profile Other Profession Positions Master Positions Country Spain Application Deadline 30 Jun 2025 - 23 : 55 (Europe / Paris) Type of Contract Permanent Job Status Full-time Hours Per Week 40 Offer Starting Date 2 Jun 2025 Is the job funded through the EU Research Framework Progr…,adzuna_api,es
Data Scientist,The Blue Box Biomedical Solutions,"Málaga, Andalucía",70000,90000,,Organisation / Company The Blue Box Biomedical Solutions Department Tech Department Research Field Engineering » Electronic engineering Engineering » Biomedical engineering Engineering » Computer engineering Researcher Profile Other Profession Positions Master Positions Country Spain Application Deadline 30 Jun 2025 - 23 : 55 (Europe / Paris) Type of Contract Permanent Job Status Full-time Hours Per Week 40 Offer Starting Date 2 Jun 2025 Is the job funded through the EU Research Framework Progr…,adzuna_api,es
Data Scientist,"Dow Jones & Company, Inc.","Barcelona, Cataluña",70000,90000,,"About Our Organization: Dow Jones is a global provider of news and business information, delivering content to consumers and organizations around the world across multiple formats, including print, digital, mobile and live events. Dow Jones has produced unrivaled quality content for more than 130 years and today has one of the world’s largest news-gathering operations globally. It is home to leading publications and products including the flagship Wall Street Journal, America’s largest newspape…",adzuna_api,es
Data Scientist,Wallapop,"Barcelona, Cataluña",70000,90000,,"The Wallapop platform generates tons of data and, with a mature data infrastructure already in place, the area of Data Science and Machine Learning is gaining momentum. The team is experiencing significant growth and, with many initiatives down the road, the opportunities are endless. As a Data Scientist in the Wallapop Managed Marketplace Tribe, you will be working on the Data Science and Machine Learning initiatives aimed at improving the whole marketplace dynamics. This will include topics s…",adzuna_api,es
Data Scientist,Experian Group,"Madrid, Comunidad de Madrid",70000,90000,,You will achieve agreed Recurring revenue and New Business targets by developing new and repeat business opportunities from our customers. You will be also responsible for developing relationships with clients and connecting with main business executives and team members to communicate our value proposition. You will report to the Head of Analytics in EMAP You'll have opportunity to : Achieve a total revenue target and a new business target. Identify important contacts within existing accounts;…,adzuna_api,es
Data Scientist,buscojobs España,"Barcelona, Cataluña",70000,90000,,"Bluetab, an IBM Company. Certificados ¡Great Place to Work & Best Work to Place! como una de las mejores compañías para trabajar. Una compañía muy techie que nos ha llevado a ser el brazo fuerte de IBM en Data, Cloud, ML & IA y donde, para empresas clave de diversos sectores, ayudamos a acelerar y optimizar estrategias en plataformas de datos y en la nube, sacando al máximo las ventajas de su arquitectura y entornos de desarrollo. Nos posicionamos como agnósticos de la tecnología y apostando po…",adzuna_api,es
Data Scientist,Quantion,"Barcelona, Cataluña",70000,90000,,"Quantion es una empresa de servicios de Transformación Digital Empresarial nacida en 2015. Nuestros servicios se basan en un modelo de Factoría Digital. A través de este modelo ayudamos a las empresas a acelerar sus proyectos de transformación digital con un enfoque end-to-end. Contamos con 120 profesionales en desarrollo de aplicaciones, UX / UI y transformación digital de negocio para construir soluciones innovadoras orientadas a resultados de negocio. Como Digital Factory combinamos nuestros…",adzuna_api,es
Data Scientist,Action Against Hunger,"Madrid, Comunidad de Madrid",70000,90000,,"Contribuirás a acabar con el hambre en el mundo por  Como miembro del equipo Business Analytics & Data Science, el científico de datos liderará una función estadística para transformar datos en información y la información en conocimiento. Este rol requiere recopilar, limpiar, transformar, validar y modelar datos con el propósito de sacar conclusiones basadas en evidencias y presentarlas en informes. Las principales actividades que desempeñaras son las siguientes : Gestionar soluciones de análi…",adzuna_api,es
Data Scientist,Gauss & Neumann,"Barcelona, Cataluña",70000,90000,,"At Gauss & Neumann, we are looking for PhDs, MSc, and BS degrees in mathematics, physics, and engineering to work with us in our office in Andorra. We do Search Engine Marketing (SEM) worldwide and work for international clients. We love and breathe technology, and everyone at the company has a tech background. We believe that advertising on search engines (SEM) should provide perfect answers to users. Gauss & Neumann creates data structures and technologies that help our clients deliver a perf…",adzuna_api,es
Machine Learning Engineer,IQVIA,"Madrid, Comunidad de Madrid",90000,110000,,"Job Overview Develop fit for purpose AIML models/algorithms/processes to address pharma/healthcare applications and innovative products upon completion of prototypes followed by the building of production grade algorithms/automation engines for client deliverables. Test for viability in order to deliver final products to clients. Able to bring newly researched ideas to reality quickly and on a large scale. Design, build, test, and deliver products from post-prototype to client delivery. Essenti…",adzuna_api,es
Machine Learning EngineerTrainee,Nationale-Nederlanden,"Madrid, Comunidad de Madrid",90000,110000,,"Join to apply for the Machine Learning EngineerTrainee role at Nationale-Nederlanden Continue with Google Continue with Google Join to apply for the Machine Learning EngineerTrainee role at Nationale-Nederlanden In Nationale Nederlanden , the person is the one that makes the professional. Following the company’s strategy, we want to reinforce our structure within our main offices located in Alcobendas, with an hybrid, flexible, and conciliatory work environment. On this occasion, we offer an In…",adzuna_api,es
